Title,Artist,Spotify_Popularity,Artist_Popularity,year
let’s wait awhile,Janet Jackson,-1,70,1987
hip to be square,Huey Lewis and The News,62,64,1987
will you still love me?,Chicago,44,70,1987
little lies,Fleetwood Mac,70,82,1987
luka,Suzanne Vega,41,57,1987
i heard a rumour,Bananarama,-1,62,1987
don’t mean nothing,Richard Marx,-1,64,1987
songbird,Kenny G,43,68,1987
carrie,Europe,67,66,1987
don’t disturb this groove,System,-1,80,1987
la isla bonita,Madonna,61,78,1987
bad,Michael Jackson,67,86,1987
sign ‘o’ the times,Prince,51,83,1987
change of heart,Cyndi Lauper,42,72,1987
come go with me,Expose,40,46,1987
can’t we try,Dan Hill,-1,48,1987
to be a lover,Billy Idol,34,67,1987
mandolin rain,Bruce Hornsby and The Range,-1,26,1987
breakout,Swing Out Sister,56,49,1987
stand by me,Ben E. King,78,67,1987
"tonight, tonight, tonight",Genesis,40,69,1987
someday,Glass Tiger,-1,46,1987
when smokey sings,ABC,47,55,1987
casanova,Levert,-1,49,1987
rhythm is gonna get you,Gloria Estefan and Miami Sound Machine,34,32,1987
rock steady,Whispers,51,55,1987
wanted dead or alive,Bon Jovi,65,80,1987
big time,Peter Gabriel,37,65,1987
the finer things,Steve Winwood,34,63,1987
let me be the one,Expose,32,46,1987
is this love,Survivor,42,69,1987
diamonds,Herb Alpert,31,51,1987
point of no return,Expose,45,46,1987
big love,Fleetwood Mac,56,82,1987
midnight blue,Lou Gramm,44,41,1987
something so strong,Crowded House,44,67,1987
heat of the night,Bryan Adams,35,76,1987
nothing’s gonna change my love for you,Glenn Medeiros,-1,52,1987
brilliant disguise,Bruce Springsteen,55,78,1987
just to see her,Smokey Robinson,45,62,1987
who will you run too,Heart,-1,70,1987
respect yourself,Bruce Willis,-1,34,1987
cross my broken heart,Jets,19,52,1987
victory,Kool and The Gang,18,66,1987
don’t get me wrong,Pretenders,-1,67,1987
doing it all for my baby,Huey Lewis and The News,34,64,1987
right on track,Breakfast Club,39,33,1987
ballerina girl,Lionel Richie,45,72,1987
meet me half way,Kenny Loggins,-1,70,1987
i’ve been in love before,Cutting Crew,-1,61,1987
(you gotta) fight for your right (to party),Beastie Boys,-1,71,1987
funkytown,Pseudo Echo,-1,38,1987
love you down,Ready For The World,42,45,1987
faith,George Michael,74,75,1988
need you tonight,INXS,63,69,1988
got my mind set on you,George Harrison,66,71,1988
never gonna give you up,Rick Astley,66,66,1988
sweet child o’ mine,Guns N’ Roses,76,82,1988
so emotional,Whitney Houston,58,78,1988
heaven is a place on earth,Belinda Carlisle,65,63,1988
could’ve been,Tiffany,-1,55,1988
hands to heaven,Breathe,46,68,1988
roll with it,Steve Winwood,53,63,1988
one more try,George Michael,55,75,1988
wishing well,Terence Trent d’Arby,-1,-1,1988
anything for you,Gloria Estefan and Miami Sound Machine,-1,32,1988
the flame,Cheap Trick,62,64,1988
"get outta my dreams, get into my car",Billy Ocean,59,62,1988
seasons change,Expose,29,46,1988
is this love,Whitesnake,4,67,1988
"wild, wild west",Escape Club,37,33,1988
pour some sugar on me,Def Leppard,74,71,1988
i’ll always love you,Taylor Dayne,-1,59,1988
man in the mirror,Michael Jackson,69,86,1988
shake your love,Debbie Gibson,42,57,1988
simply irresistible,Robert Palmer,49,60,1988
hold on to the nights,Richard Marx,49,64,1988
hungry eyes,Eric Carnen,-1,-1,1988
shattered dreams,Johnny Hates Jazz,62,58,1988
father figure,George Michael,64,75,1988
naughty girls (need love too),Samantha Fox,29,48,1988
a groovy kind of love,Phil Collins,-1,78,1988
love bites,Def Leppard,62,71,1988
endless summer nights,Richard Marx,55,64,1988
foolish beat,Debbie Gibson,61,57,1988
where do broken hearts go,Whitney Houston,60,78,1988
angel,Aerosmith,58,78,1988
hazy shade of winter,Bangles,-1,64,1988
the way you make me feel,Michael Jackson,71,86,1988
"don’t worry, be happy",Bobby McFerrin,-1,59,1988
make me lose control,Eric Carnen,-1,-1,1988
red red wine,UB40,55,71,1988
she’s like the wind,Patric Swayze,-1,-1,1988
bad medicine,Bon Jovi,66,80,1988
kokomo,Beach Boys,-1,75,1988
i don’t wanna go on with you like that,Elton John,-1,82,1988
together forever,Rick Astley,47,66,1988
monkey,George Michael,40,75,1988
devil inside,INXS,48,69,1988
should’ve known better,Richard Marx,-1,64,1988
i don’t wanna live without your love,Chicago,-1,70,1988
the loco-motion,Kylie Minogue,49,74,1988
what have i done to deserve this?,Pet Shop Boys and Dusty Springfield,-1,-1,1988
make it real,Jets,-1,52,1988
what’s on your mind,Information Society,-1,46,1988
tell it to my heart,Taylor Dayne,66,59,1988
out of the blue,Debbie Gibson,35,57,1988
don’t you want me,Jody Watley,-1,46,1988
desire,U2,61,81,1988
i get weak,Belinda Carlisle,41,63,1988
sign your name,Terence Trent d’Arby,-1,-1,1988
i want to be your man,Roger,41,66,1988
girlfriend,Pebbles,24,40,1988
dirty diana,Michael Jackson,60,86,1988
1 2 3 4,Gloria Estefan and Miami Sound Machine,-1,32,1988
mercedes boy,Pebbles,37,40,1988
perfect world,Huey Lewis and The News,26,64,1988
new sensation,INXS,51,69,1988
catch me (i’m falling),Pretty Poison,-1,28,1988
if it isn’t love,New Edition,-1,59,1988
rocket 2 u,Jets,-1,52,1988
one good woman,Peter Cetera,43,63,1988
don’t be cruel,Cheap Trick,-1,64,1988
candle in the wind,Elton John,54,82,1988
everything your heart desires,Daryl Hall and John Oates,33,76,1988
say you will,Foreigner,46,71,1988
i want her,Keith Sweat,35,62,1988
pink cadillac,Natalie Cole,-1,65,1988
fast car,Tracy Chapman,78,72,1988
electric blue,Icehouse,54,54,1988
the valley road,Bruce Hornsby and The Range,-1,26,1988
don’t be cruel,Bobby Brown,-1,59,1988
always on my mind,Pet Shop Boys,32,68,1988
piano in the dark,Brenda Russell feat. Joe Esposito,-1,-1,1988
when it’s love,Van Halen,-1,74,1988
don’t shed a tear,Paul Carrack,-1,63,1988
we’ll be together,Sting,-1,73,1988
i hate myself for loving you,Joan Jett and The Blackhearts,64,62,1988
i don’t want to live without you,Foreigner,-1,71,1988
nite and day,Al B. Sure!,51,49,1988
don’t you know what the night can do,Steve Winwood,-1,63,1988
one moment in time,Whitney Houston,-1,78,1988
can’t stay away from you,Gloria Estefan and Miami Sound Machine,-1,32,1988
kissing a fool,George Michael,51,75,1988
cherry bomb,John Cougar Mellancamp,-1,-1,1988
i still believe,Brenda K. Starr,-1,40,1988
i found someone,Cher,55,73,1988
never tear us apart,INXS,56,69,1988
valerie,Steve Windwood,-1,-1,1988
just like paradise,David Lee Roth,52,51,1988
nothin’ but a good time,Poison,62,65,1988
wait,White Lion,42,55,1988
prove your love,Taylor Dayne,37,59,1988
look away,Chicago,44,70,1989
my prerogative,Bobby Brown,58,59,1989
every rose has its thorn,Poison,69,65,1989
straight up,Paula Abdul,62,57,1989
miss you much,Janet Jackson,45,70,1989
cold hearted,Paula Abdul,56,57,1989
wind beneath my wings,Bette Midler,50,58,1989
girl you know its true,Milli Vanilli,33,53,1989
"baby, i love your way-freebird",Will To Power,58,47,1989
giving you the best that i got,Anita Baker,-1,60,1989
right here waiting,Richard Marx,73,64,1989
waiting for a star to fall,Boy Meets Girl,48,46,1989
lost in your eyes,Debbie Gibson,62,57,1989
don’t wanna lose you,Gloria Estefan,-1,66,1989
heavan,Warrant,-1,60,1989
girl i’m gonna miss you,Milli Vanilli,-1,53,1989
the look,Roxette,69,71,1989
she drives me crazy,Fine Young Cannibals,71,62,1989
on our own,Bobby Brown,45,59,1989
two hearts,Phil Collins,-1,78,1989
blame it on the rain,Milli Vanilli,28,53,1989
listen to your heart,Roxette,72,71,1989
i’ll be there for you,Bon Jovi,-1,80,1989
if you don’t know be by now,Simply Red,-1,70,1989
like a prayer,Madonna,59,78,1989
i’ll be loving you (forever),New Kids On The Block,-1,61,1989
how can i fall?,Breathe,46,68,1989
baby don’t forget my number,Milli Vanilli,-1,53,1989
toy solider,Martika,-1,49,1989
forever your girl.,Paula Abdul,37,57,1989
the living years,Mike and The Mechanics,-1,61,1989
eternal flame,The Bangles,50,64,1989
wild thing,Tone Loc,56,49,1989
when i see you smile,Bad English,66,55,1989
if i could turn back time,Cher,71,73,1989
buffalo stance,Neneh Cherry,50,59,1989
when i’m with you,Sheriff,-1,34,1989
don’t rush me,Taylor Dayne,-1,59,1989
born to be my baby,Bon Jovi,60,80,1989
good thing,Fine Young Cannibals,64,62,1989
the lover in me,Sheena Easton,29,55,1989
bust a move,Young M.C.,-1,7,1989
"once bitten, twice shy",Great White,59,55,1989
batdance,Prince,47,83,1989
rock on,Michael Damian,-1,22,1989
real love,Jody Watley,29,46,1989
love shack,B-52’s,-1,-1,1989
every little step,Bobby Brown,56,59,1989
hangin’ tough,New Kids On The Block,49,61,1989
my heart can’t tell you no,Rod Stewart,-1,75,1989
so alive,Love and Rockets,53,46,1989
you got it (the right stuff),New Kids On The Block,57,61,1989
armageddon it,Def Leppard,51,71,1989
satisfied,Richard Marx,38,64,1989
express yourself,Madonna,45,78,1989
i like it,Dino,27,50,1989
soldier of love,Donny Osmond,-1,61,1989
sowing the seeds of love,Tears For Fears,59,72,1989
cherish,Madonna,44,78,1989
when the children cry,White Lion,58,55,1989
18 and life,Skid Row,67,64,1989
i don’t want your love,Duran Duran,-1,69,1989
second chances,.38 Special,-1,60,1989
the way you love me,Karyn White,41,44,1989
funky cold medina,Tone Loc,53,49,1989
in your room,Bangles,31,64,1989
miss you like crazy,Natalie Cole,59,65,1989
love song,Cure,18,75,1989
secret rendesvous,Karyn White,-1,44,1989
angel eyes,Jeff Healey Band,20,48,1989
patience,Guns N’ Roses,64,82,1989
walk on water,Eddie Money,36,60,1989
cover girl,New Kids On The Block,38,61,1989
welcom to the jungle,Guns N’ Roses,-1,82,1989
shower me with your love,Surface,45,42,1989
stand,R.E.M.,2,75,1989
close my eyes forever,Lita Ford,58,50,1989
all this time,Tiffany,48,55,1989
after all,Cher and Peter Cetera,-1,-1,1989
roni,Bobby Brown,55,59,1989
love in an elevator,Aerosmith,45,78,1989
lay your hands on me,Bon Jovi,44,80,1989
this promise,When In Rome,-1,51,1989
what i am,Edie Brickell and The New Bohemians,-1,-1,1989
i remember holding you,Boys Club,-1,20,1989
paradise city,Guns N’ Roses,72,82,1989
iwanna have some fun,Samantha Fox,-1,48,1989
she wants to dance with me,Rick Astley,43,66,1989
dreamin’,Vanessa Williams,-1,56,1989
it’s no crime,Babyface,-1,61,1989
poison,Alice Cooper,68,65,1989
this time i know it’s for real,Donna Summer,-1,65,1989
smooth criminal,Michael Jackson,76,86,1989
heavan help me,Deon Estus,-1,26,1989
rock wit’cha,Bobby Brown,-1,59,1989
thinking of you,Sa-fire,-1,0,1989
what you don’t know,Expose,-1,46,1989
surrender to me,Ann Wilson and Robin Zander,-1,-1,1989
the end of the innocence,Don Henley,55,66,1989
keep on movin,Soul II Soul,44,53,1989
hold on,Wilson Phillips,68,57,1990
it must have been love,Roxette,61,71,1990
nothing compares 2 u,Sinead O’Connor,-1,-1,1990
poison,Bell Biv Devoe,66,57,1990
vogue,Madonna,60,78,1990
vision of love,Mariah Carey,58,86,1990
another day in paradise,Phil Collins,72,78,1990
hold on,En Vogue,58,60,1990
cradle of love,Billy Idol,43,67,1990
blaze of glory,Jon Bon Jovi,66,58,1990
do me!,Bell Biv Devoe,46,57,1990
how am i supposed to live without you,Michael Bolton,68,68,1990
pump up the jam,Technotronic,57,58,1990
opposites attract,Paula Abdul,53,57,1990
escapade,Janet Jackson,50,70,1990
all i wanna do is make love to you,Heart,63,70,1990
close to you,Maxi Priest,44,50,1990
black velvet,Alannah Myles,71,58,1990
release me,Wilson Phillips,47,57,1990
don’t know much,Linda Ronstadt and Aaron Neville,-1,-1,1990
all around the world,Lisa Stansfield,47,63,1990
i wanna be rich,Calloway,19,47,1990
rub you the right way,Johnny Gill,51,53,1990
she ain’t worth it,Glenn Medeiros feat. Bobby Brown,-1,-1,1990
if wishes came true,Sweet Sensation,31,36,1990
the power,Snap,55,59,1990
(can’t live without your) love and affection,Nelson,-1,71,1990
love will lead you back,Taylor Dayne,56,59,1990
don’t wanna fall in love,Jane Child,-1,33,1990
two to make it right,Seduction,34,31,1990
sending all my love,Linear,-1,33,1990
unskinny bop,Poison,59,65,1990
step by step,New Kids On The Block,61,61,1990
dangerous,Roxette,55,71,1990
we didn’t start the fire,Billy Joel,-1,77,1990
i don’t have the heart,James Ingram,-1,59,1990
downtown train,Rod Stewart,20,75,1990
rhythm nation,Janet Jackson,49,70,1990
i’ll be your everything,Tommy Page,-1,34,1990
roam,B-52’s,-1,-1,1990
everything,Jody Watley,28,46,1990
back to life,Soul II Soul,60,53,1990
here and now,Luther Vandross,48,67,1990
alright,Janet Jackson,36,70,1990
ice ice baby,Vanilla Ice,64,60,1990
blame it on the rain,Milli Vanilli,28,53,1990
have you seen her,M.C. Hammer,-1,0,1990
with every beat of my heart,Taylor Dayne,30,59,1990
come back to me,Janet Jackson,42,70,1990
no more lies,Michel’le,-1,-1,1990
praying for time,George Michael,-1,75,1990
how can we be lovers,Michael Bolton,50,68,1990
do you remember,Phil Collins,59,78,1990
ready or not,After 7,52,50,1990
u can’t touch this,M.C. Hammer,-1,0,1990
i wish it would rain down,Phil Collins,58,78,1990
just between you and me,Lou Gramm,37,41,1990
something happened on the way to heaven,Phil Collins,54,78,1990
black cat,Janet Jackson,43,70,1990
can’t stop,After 7,-1,50,1990
janie’s got a gun,Aerosmith,-1,78,1990
the humpty dance,Digital Underground,60,60,1990
i’ll be your shelter,Taylor Dayne,-1,59,1990
free fallin’,Tom Petty,71,72,1990
giving you the benefit,Pebbles,28,40,1990
enjoy the silence,Depeche Mode,64,75,1990
love song,Tesla,55,59,1990
price of love,Bad English,42,55,1990
girls nite out,Tyler Collins,-1,5,1990
king of wishful thinking,Go West,18,55,1990
what kind of man would i be?,Chicago,26,70,1990
i remember you,Skid Row,66,64,1990
get up! (before the night is over),Technotronic,50,58,1990
here we are,Gloria Estefan,33,66,1990
epic,Faith No More,67,64,1990
love takes time,Mariah Carey,54,86,1990
just like jesse james,Cher,50,73,1990
love shack,B-52s,66,61,1990
all or nothing,Milli Vanilli,28,53,1990
romeo,Dino,12,50,1990
everybody everybody,Black Box,46,52,1990
i go to extremes,Billy Joel,46,77,1990
whip appeal,Babyface,42,61,1990
oh girl,Paul Young,59,62,1990
c’mon and get my love,D-Mob With Cathy Dennis,-1,-1,1990
(it’s just) the way that you love me,Paula Abdul,-1,57,1990
we can’t go wrong,The Cover Girls,-1,39,1990
when i’m back on my feet again,Michael Bolton,-1,68,1990
make you sweat,Keith Sweat,35,62,1990
this one’s for the children,New Kids On The Block,-1,61,1990
what it takes,Aerosmith,46,78,1990
forever,Kiss,57,73,1990
jerk out,The Time,29,45,1990
just a friend,Biz Markie,-1,53,1990
whole wide world,A’me Lorain,-1,-1,1990
without you,Motley Crue,47,69,1990
swing the mood,Jive Bunny and The Master Mixers,-1,-1,1990
thieves in the temple,Prince,42,83,1990
mentirosa,Mellow Man Ace,38,32,1990
tic-tac-toe,Kyper,-1,13,1990
(everything i do) i do it for you,Bryan Adams,65,76,1991
i wanna sex you up,Color Me Badd,58,53,1991
gonna make you sweat,C+C Music Factory,22,12,1991
rush rush,Paula Abdul,61,57,1991
one more try,Timmy T,43,34,1991
unbelievable,EMF,61,49,1991
more than words,Extreme,68,65,1991
i like the way (the kissing game),Hi-Five,-1,50,1991
the first time,Surface,33,42,1991
"baby, baby",Amy Grant,58,64,1991
motownphilly,Boyz II Men,56,71,1991
because i love you (the postman song),Stevie B,-1,50,1991
someday,Mariah Carey,50,86,1991
high enough,Damn Yankees,57,49,1991
from a distance,Bette Midler,49,58,1991
all the man that i need,Whitney Houston,52,78,1991
"right here, right now",Jesus Jones,54,42,1991
i adore mi amor,Color Me Badd,41,53,1991
love will never do (without you),Janet Jackson,44,70,1991
good vibrations,Marky Mark and The Funky Bunch feat. Loleatta Holloway,-1,-1,1991
justify my love,Madonna,41,78,1991
emotions,Mariah Carey,62,86,1991
joyride,Roxette,26,71,1991
romantic,Karyn White,32,44,1991
hold you tight,Tara Kemp,-1,20,1991
i don’t wanna cry,Mariah Carey,-1,86,1991
you’re in love,Wilson Phillips,-1,57,1991
every heartbeat,Amy Grant,36,64,1991
sensitivity,Ralph Tresvant,53,60,1991
touch me (all night long),Cathy Dennis,34,34,1991
i’ve been thinking about you,Londonbeat,-1,51,1991
do anything,Natural Selection,25,18,1991
losing my religion,R.E.M.,80,75,1991
coming out of the dark,Gloria Estefan,30,66,1991
it ain’t over ‘til it’s over,Lenny Kravitz,-1,72,1991
here we go,C+C Music Factory,-1,12,1991
where does my heart beat now,Celine Dion,51,78,1991
summertime,D.J. Jazzy Jeff and The Fresh Prince,-1,-1,1991
wind of change,Scorpions,75,74,1991
p.a.s.s.i.o.n.,Rhythm Syndicate,-1,0,1991
the promise of a new day,Paula Abdul,36,57,1991
i’m your baby tonight,Whitney Houston,-1,78,1991
love of a lifetime,Firehouse,58,57,1991
fading like a flower (every time you leave),Roxette,-1,71,1991
this house,Tracie Spencer,28,34,1991
hole hearted,Extreme,41,65,1991
power of love-love power,Luther Vandross,40,67,1991
impulsive,Wilson Phillips,38,57,1991
love is a wonderful thing,Michael Bolton,38,68,1991
rhythm of my heart,Rod Stewart,49,75,1991
things that make you go hmmmm…,C+C Music Factory,-1,12,1991
i touch myself,Divinyls,58,50,1991
tom’s diner,DMA,-1,32,1991
iesha,Another Bad Creation,28,30,1991
something to talk about,Bonnie Raitt,59,60,1991
after the rain,Nelson,42,71,1991
play that funky music,Vanilla Ice,37,60,1991
temptation,Corina,-1,47,1991
can’t stop this thing we started,Bryan Adams,-1,76,1991
i can’t wait another minute,Hi-Five,-1,50,1991
3 a.m. eternal,The KLF,-1,37,1991
time. love and tenderness,Michael Bolton,33,68,1991
saideness part i,Enigrna,-1,-1,1991
around the way girl,LL Cool J,51,65,1991
i’ll be there,Escape Club,-1,33,1991
cream,Prince And The N.P.G.,-1,-1,1991
now that we found love,Heavy D. and The Boyz,56,51,1991
show me the way,Styx,41,64,1991
love takes time,Mariah Carey,54,86,1991
cry for help,Rick Astley,24,66,1991
the way you do the things you do,UB40,44,71,1991
here i am (come and take me),UB40,28,71,1991
signs,Tesla,52,59,1991
too many walls,Cathy Dennis,30,34,1991
crazy,Seal,47,67,1991
i’ll give all my love to you,Keith Sweat,-1,62,1991
place in this world,Michael W. Smith,40,64,1991
something to believe in,Poison,52,65,1991
wicked game,Chris Issak,-1,-1,1991
get here,Oleta Adams,46,55,1991
round and round,Tevin Campbell,36,57,1991
silent lucidity,Queensryche,59,57,1991
i’m not in love,Will To Power,-1,47,1991
piece of my heart,Tara Kemp,-1,20,1991
real real real,Jesus Jones,29,42,1991
just another dream,Cathy Dennis,27,34,1991
everybody plays the fool,Aaron Neville,35,57,1991
strike it up,Black Box,43,52,1991
rico suave,Gerardo,30,78,1991
disappear,INXS,38,69,1991
groove is in the heart,Deee-Lite,58,55,1991
all this time,Sting,40,73,1991
the one and only,Chesney Hawkes,58,45,1991
o.p.p.,Naughty By Nature,59,63,1991
freedom 90,George Michael,-1,75,1991
i saw red,Warrent,-1,-1,1991
miles away,Winger,50,51,1991
do you want me,Salt-N-Pepa,29,63,1991
the motown song,Rod Stewart,32,75,1991
shiny happy people,R.E.M.,68,75,1991
end of the road,Boyz II Men,71,71,1992
baby got back,Sir Mix A-lot,65,57,1992
jump,Kris Kross,67,74,1992
save the best for last,Vanessa Williams,52,56,1992
baby-baby-baby,TLC,51,73,1992
tears in heaven,Eric Clapton,73,76,1992
my lovin’ (you’re never gonna get it),En Vogue,-1,60,1992
under the bridge,Red Hot Chili Peppers,82,85,1992
all 4 love,Color Me Badd,47,53,1992
just another day,Jon Secada,59,60,1992
i love your smile,Shanice,56,50,1992
to be with you,Mr. Big,70,61,1992
i’m too sexy,Right Said Fred,-1,53,1992
black or white,Michael Jackson,67,86,1992
achy breaky heart,Billy Ray Cyrus,63,58,1992
i’ll be there,Mariah Carey,-1,86,1992
november rain,Guns N’ Roses,78,82,1992
life is a highway,Tom Cochrane,64,54,1992
remember the time,Michael Jackson,72,86,1992
finally,CeCe Peniston,53,53,1992
this used to be my playground,Madonna,-1,78,1992
sometimes love just ain’t enough,Patty Smyth,-1,45,1992
can’t let go,Mariah Carey,-1,86,1992
jump around,House Of Pain,75,62,1992
diamonds and pearls,Prince and The N.P.G.,-1,-1,1992
don’t let the sun go down on me,George Michael and Elton John,-1,-1,1992
masterpiece,Atlantic Starr,46,52,1992
if you asked me to,Celine Dion,49,78,1992
giving him something he can feel,En Vogue,53,60,1992
live and learn,Joe Public,38,26,1992
come & talk to me,Jodeci,49,59,1992
smells like teen spirit,Nirvana,75,81,1992
humpin’ around,Bobby Brown,40,59,1992
damn i wish i was your lover,Sophie B. Hawkins,52,48,1992
tell me what you want me to do,Teven Campbell,-1,-1,1992
ain’t 2 proud 2 beg,TLC,-1,73,1992
it’s so hard to say goodbye to yesterday,Boyz II Men,-1,71,1992
move this,Technotronic,38,58,1992
bohemian rhapsody,Queen,78,97,1992
tennessee,Arrested Development,50,54,1992
the best things in life are free,Luther Vandross and Janet Jackson,-1,-1,1992
make it happen,Mariah Carey,46,86,1992
the one,Elton John,48,82,1992
set adrift on memory bliss,P.M. Dawn,-1,43,1992
stay,Shakespear’s Sister,-1,-1,1992
2 legit 2 quit,Hammer,47,60,1992
please don’t go,K.W.S.,-1,27,1992
breakin’ my heart (pretty brown eyes),Mint Condition,59,56,1992
wishing on a star,Cover Girls,-1,39,1992
she’s playing hard to get,Hi-Five,-1,50,1992
i’d die without you,P.M. Dawn,-1,43,1992
good for me,Amy Grant,31,64,1992
all i want,Toad The Wet Sprocket,58,53,1992
when a man loves a woman,Michael Bolton,67,68,1992
i can’t dance,Genesis,-1,69,1992
hazard,Richard Marx,52,64,1992
mysterious ways,U2,59,81,1992
too funky,George Michael,11,75,1992
how do you talk to an angel,Heights,40,66,1992
one,U2,73,81,1992
keep on walkin’,CeCe Peniston,31,53,1992
hold on my heart,Genesis,43,69,1992
the way i feel about you,Karyn White,29,44,1992
beauty and the beast,Calms Dion And Peabo Bryson,-1,-1,1992
warm it up,Kris Kross,42,74,1992
in the closet,Michael Jackson,58,86,1992
people everyday,Arrested Development,43,54,1992
no son of nine,Genesis,-1,69,1992
wildside,Marky Mark And The Funky Bunch,30,46,1992
do i have to say the words?,Bryan Adams,40,76,1992
friday i’m in love,Cure,-1,75,1992
everything about you,Ugly Kid Joe,54,53,1992
blowing kisses in the wind,Paula Abdul,30,57,1992
thought i’d died and gone to heaven,Bryan Adams,-1,76,1992
rhythm is a dancer,Snap,67,59,1992
addams groove,Hammer,-1,60,1992
missing you now,Michael Bolton,48,68,1992
back to the hotel,N2Deep,53,42,1992
everything changes,Kathy Troccoli,-1,35,1992
have you ever needed somone so bad,Def Leppard,-1,71,1992
take this heart,Richard Marx,27,64,1992
when i look into your eyes,Firehouse,59,57,1992
i wanna love you,Jade,36,60,1992
uhh ahh,Boyz II Men,32,71,1992
real love,Mary J. Blige,58,72,1992
justified and ancient,The KLF,33,37,1992
slow motion,Color Me Badd,20,53,1992
what about your friends,TLC,58,73,1992
thinkin’ back,Color Me Badd,25,53,1992
would i lie to you?,Charles and Eddie,46,54,1992
that’s what love is for,Amy Grant,-1,64,1992
keep coming back,Richard Marx,24,64,1992
free your mind,En Vogue,55,60,1992
keep it comin’,Keith Sweat,31,62,1992
just take my heart,Mr. Big,50,61,1992
i will remember you,Amy Grant,35,64,1992
we got a love thang,CeCe Peniston,26,53,1992
let’s get rocked,Def Leppard,-1,71,1992
they want efx,Das EFX,51,61,1992
i can’t make you love me,Bonnie Raitt,-1,60,1992
i will always love you,Whitney Houston,75,78,1993
whoomp! (there it is),Tag Team,-1,32,1993
can’t help falling in love,UB40,-1,71,1993
that’s the way love goes,Janet Jackson,-1,70,1993
freak me,Silk,59,77,1993
weak,SWV,66,63,1993
if i ever fall in love,Shai,57,57,1993
dreamlover,Mariah Carey,56,86,1993
rump shaker,Wreckx-N-Effect,53,43,1993
informer,Snow,63,74,1993
nuthin’ but a “g” thang,Dr. Dre,-1,81,1993
in the still of the nite,Boyz II Men,42,71,1993
don’t walk away,Jade,-1,60,1993
knockin’ da boots,H-Town,59,50,1993
lately,Jodeci,40,59,1993
dazzey duks,Duice,-1,0,1993
show me love,Robin S.,65,59,1993
a whole new world,Peabo Bryson and Regina Belle,-1,0,1993
if,Janet Jackson,52,70,1993
i’m so into you,SWV,-1,63,1993
love is,Vanessa Willlams and Brian Mcknight,-1,-1,1993
runaway train,Soul Asylum,68,58,1993
i’ll never get over you (getting over me),Expose,-1,46,1993
ditty,Paperboy,44,43,1993
rhythm is a dancer,Snap,67,59,1993
the river of dreams,Billy Joel,60,77,1993
i’m gonna be (500 miles),Proclaimers,-1,66,1993
two princes,Spin Doctors,72,62,1993
right here (human nature)-downtown,SWV,-1,63,1993
i have nothing,Whitney Houston,71,78,1993
mr. wendal,Arrested Development,51,54,1993
have i told you lately,Rod Stewart,60,75,1993
saving forever for you,Shanice,38,50,1993
ordinary world,Duran Duran,70,69,1993
if i had no loot,Tony! Toni! Tone!,43,58,1993
i’d do anything for love (but i won’t do that),Meat Loaf,-1,64,1993
slam,Onyx,61,55,1993
looking through patient eyes,P.M. Dawn,36,43,1993
i’m every woman,Whitney Houston,-1,78,1993
baby i’m yours,Shai,-1,57,1993
come undone,Duran Duran,65,69,1993
i don’t wanna fight,Tina Turner,-1,70,1993
i’d die without you,P.M. Dawn,-1,43,1993
"whoot, there it is",95 South,-1,23,1993
hip hop hooray,Naughty By Nature,67,63,1993
another sad love song,Toni Braxton,49,67,1993
will you be there,Michael Jackson,57,86,1993
comforter,Shil,-1,0,1993
good enough,Bobby Brown,40,59,1993
what’s up,4 Non Blondes,-1,66,1993
all that she wants,Ace Of Base,67,65,1993
7,Prince and The New Power Generation,-1,-1,1993
dre day,Dr. Dre,-1,81,1993
one last cry,Brian McKnight,59,65,1993
just kickin’ it,Xscape,48,58,1993
i get around,2Pac,69,82,1993
bed of roses,Bon Jovi,71,80,1993
real love,Mary J. Blige,58,72,1993
here we go again!,Portrait,33,41,1993
cryin’,Aerosmith,68,78,1993
cats in the cradle,Ugly Kid Joe,62,53,1993
what about your friends,TLC,58,73,1993
i got a man,Positive K,44,33,1993
hey mr. d.j.,Zhane,-1,52,1993
insane in the brain,Cypress Hill,71,71,1993
deeper and deeper,Madonna,43,78,1993
rain,Madonna,48,78,1993
the right kind of love,Jeremy Jordan,34,58,1993
bad boys,Inner Circle,-1,62,1993
that’s what love can do,Boy Krazy,-1,19,1993
do you believe in us,Jon Secada,38,60,1993
angel,Jon Secada,49,60,1993
forever in love,Kenny G,39,68,1993
again,Janet Jackson,56,70,1993
boom! shake the room,Jazzy Jeff and Fresh Prince,52,60,1993
when she cries,Restless Heart,-1,46,1993
sweat (a la la la la long),Inner Circle,-1,62,1993
it was a good day,Ice Cube,74,74,1993
more and more,Captain Hollywood Project,59,50,1993
how do you talk to an angel,Heights,40,66,1993
rebirth of slick (cool like dat),Digable Planets,57,54,1993
what is love,Haddaway,-1,64,1993
to love somebody,Michael Bolton,56,68,1993
"give it up, turn it loose",En Vogue,32,60,1993
alright,Kris Kross,43,74,1993
check yo self,Ice Cube,48,74,1993
fields of gold,Sting,56,73,1993
ooh child,Dino,-1,50,1993
faithful,Go West,42,55,1993
reason to believe,Rod Stewart,46,75,1993
break it down again,Tears For Fears,55,72,1993
nothin’ my love can’t fix,Joey Lawrence,-1,11,1993
three little pigs,Green Jelly,46,38,1993
livin’ on the edge,Aerosmith,57,78,1993
hey jealousy,Gin Blossoms,55,61,1993
if i ever lose my faith in you,Sting,46,73,1993
